codLinea,nombreLinea,observaciones,cabeceraIda,cabeceraVuelta,sentido,orden,codParada,nombreParada,direccion
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,1,152,Avda. de las Postas - Lorenza Correa,AV POSTAS S/N
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,2,153,Emilio Díaz,CL EMILIO DÍAZ  31
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,3,154,San Juan Bosco - Albeniz,CL SAN JUAN BOSCO Fte. 80
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,4,155,San Juan Bosco - Segalerva,CL SAN JUAN BOSCO 21
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,5,1354,Eduardo Domínguez Ávila,CL EDUARDO DOMINGUEZ AVILA 7
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,6,156,Plaza de Capuchinos,ALMD CAPUCHINOS 6
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,7,157,Alameda de Capuchinos - El Ejido,ALMD CAPUCHINOS 38
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,8,158,Alameda de Capuchinos,ALMD CAPUCHINOS 78
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,9,159,Cristo de la Epidemia - Fuente Olletas,CL CRISTO DE LA EPIDEMIA 93
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,10,160,Cristo de la Epidemia - Tejeros,CL CRISTO DE LA EPIDEMIA 49
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,11,161,Plaza de la Victoria,PL VICTORIA 16
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,12,170,Plaza de la Merced,PL MERCED Fte. 8
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,13,301,Paseo del Parque - Plaza del General Torrijos,PL GENERAL TORRIJOS 4
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,14,164,Paseo del Parque,PSO PARQUE  3
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,15,1803,Paseo del Parque - Plaza Marina,PSO DEL PARQUE 1
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,16,119,Alameda Principal - Norte,ALMD PRINCIPAL 10
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,17,305,Avda. de Andalucía - Hacienda,AV ANDALUCIA S/N
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,18,306,Cuarteles - Perchel,CL CUARTELES Fte. 1
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,19,307,Cuarteles - Eslava,CL CUARTELES 48
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,20,308,Héroe de Sostoa - Estación,CL HEROE DE SOSTOA 4
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,21,309,Héroe de Sostoa - La Isla,CL HEROE DE SOSTOA 56
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,22,310,Héroe de Sostoa - Jardín de la Abadía,CL HEROE DE SOSTOA 100
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,23,312,Héroe de Sostoa - Obras Públicas,CL HEROE DE SOSTOA 134
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,24,1202,Avda. de Europa - Bda. Dos Hermanas,AV.EUROPA 36
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,25,1203,Avda. de Europa - Bda. El Torcal,AV. EUROPA 52
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,26,1204,Avda. Europa - San Andrés 1ª Fase,AV. EUROPA 64
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,27,1205,Avda. Europa - Vistafranca,AV EUROPA 104
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,28,1206,Avda. de Europa - La Luz,AV. EUROPA 110
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,29,1207,Avda. Europa San Andrés - 2ª Fase,AV EUROPA 116
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,30,1209,Avda. de Europa - Camino Viejo de Churriana,AV EUROPA 124
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,31,1210,Av. Europa - Santa Bárbara,AV EUROPA S/N
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,1,32,1251,Polígono Santa Bárbara,GTA SANTA BARBARA 4
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,33,172,Hermanos Lumiere,Hermanos Lumiere 22
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,34,1261,Av. Europa - Santa Bárbara,AV EUROPA 151
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,35,1252,Avda. de Europa - Camino Viejo de Churriana,AV EUROPA 145
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,36,1253,Avda. de Europa - San Andrés 2ª Fase,AV EUROPA 123
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,37,1254,Avda. Europa - Vistafranca,AV EUROPA 113
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,38,1255,Avda. Europa - San Andrés 1ª Fase,AV EUROPA 93
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,39,1256,Avda. de Europa - Bda. El Torcal,AV EUROPA 75
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,40,1519,Avda. de la Paloma,AV PALOMA 41
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,41,357,Avda. de la Paloma - Bda. Girón,AV PALOMA 23
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,42,1259,La Hoz - Mercado  de Huelin,CL LA HOZ 37
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,43,360,Ayala - Jardín de la Abadía,CL AYALA 63
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,44,361,Ayala - Iglesia,CL AYALA Fte 62
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,45,362,Ayala - Los Arcos,CL AYALA 11
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,46,368,Salitre - Jacinto Verdaguer,CL SALITRE 43
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,47,364,Salitre - Pasillo del Matadero,CL SALITRE 9
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,48,253,Avda. de la Aurora - Correos,AV AURORA 4
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,49,171,Alameda Principal - Sur,ALMD PRINCIPAL 3
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,50,116,Paseo del Parque - Plaza de la Marina,PSO ESPAÑA 2
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,51,117,Paseo del Parque - Ayuntamiento,PSO ESPAÑA 6
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,52,1201,Paseo del Parque - Plaza del General Torrijos,PSO ESPAÑA 6
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,53,103,Victoria - Plaza de la Merced,CL VICTORIA 12
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,54,508,Victoria,CL VICTORIA 84
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,55,104,Compás de la Victoria,CL COMPAS DE LA VICTORIA 6
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,56,105,Fernando el Católico,CL FERNANDO EL CATOLICO Fte. 5
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,57,106,Cristo de la Epidemia,CL CRISTO DE LA EPIDEMIA 70
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,58,107,Plaza de Fuente Olletas,ALMD CAPUCHINOS 89
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,59,109,Alameda de Barceló - San Miguel,ALMD BARCELO 89
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,60,110,Alameda de Barceló - Monserrat,ALMD BARCELO 35
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,61,111,San Juan Bosco - Segalerva,CL SAN JUAN BOSCO 30
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,62,112,San Juan Bosco - Albeniz,CL SAN JUAN BOSCO 84
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,63,113,San Juan Bosco - Guerrero Strachan,CL SAN JUAN BOSCO 118
1,Parque del Sur - Alameda Principal - San Andrés,Rec. Parada 1251 (Sta. Bárbara),Parque del Sur,San Andrés,2,64,174,Florencia,CL FLORENCIA 3
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,1,229,Atarazanas,CL ATARAZANAS 21
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,2,202,Pasillo de Santa Isabel,PLLO SANTA ISABEL 15
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,3,230,Puente de la Aurora,AV ROSALEDA 4
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,4,205,Huerto de los Claveles,CL. HUERTO DE LOS CLAVELES 2
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,5,206,Jorge Silvela - Cruz Roja,AV. JORGE SILVELA 14
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,6,207,Avda. Jorge Silvela - Fernando Loring,AV JORGE SILVELA 72
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,7,208,Avda. Ramón y Cajal - Cristo Rey,AV SANTIAGO RAMON Y CAJAL 18
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,8,209,Avda. Ramón Y Cajal - Bda. del Carmen,AV SANTIAGO RAMON Y CAJAL 82
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,9,210,Avda. Ramón y Cajal - Bda. Sgda. Familia,AV SANTIAGO RAMON Y CAJAL 94
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,10,211,Avda. Ramón y Cajal - Mercado,AV SANTIAGO RAMON Y CAJAL 140
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,11,212,Avda. Jacinto Benavente,AV JACINTO BENAVENTE 6
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,1,12,214,Arroyo del Sastre - Limonero,AV JACINTO BENAVENTE 36
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,13,251,San José,PJE HOSPITALARIO 3
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,14,252,Camino de Casabermeja,CMNO CASABERMEJA 9
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,15,264,Cmno. Casabermeja - Polideportivo,CMNO CASABERMEJA Fte 22
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,16,263,Avda. Jacinto Benavente,AV JACINTO BENAVENTE 5
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,17,254,Avda. Ramón y Cajal - Mercado,AV SANTIAGO RAMON Y CAJAL 22
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,18,255,Avda. Ramón y Cajal - Bda. Sgda. Familia,AV SANTIAGO RAMON Y CAJAL 41
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,19,256,Avda. Ramón y Cajal - Bda. Del Carmen,AV SANTIAGO RAMON Y CAJAL 21
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,20,257,Avda. Ramón y Cajal - Cristo Rey,AV SANTIAGO RAMON Y CAJAL 3
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,21,258,Avda. Jorge Silvela,AV JORGE SILVELA 62
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,22,259,Paseo de Martiricos,PSO MARTIRICOS S/N
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,23,260,Avda. Fátima,AV. FÁTIMA 21
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,24,261,Avda. de Fátima - Trinidad,AV FATIMA 3
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,25,960,Mármoles,CL MARMOLES 18
2,Alameda Principal - Ciudad Jardín,Apertura de Calle Prinm,Alameda Principal,Ciudad Jardín,2,26,961,Armengual de la Mota,CL ARMENGUAL DE LA MOTA 25
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,1,351,Puerta Blanca - Gregorio Diego,AV GREGORIO DIEGO 9
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,2,352,Avda. de Gregorio Diego,AV GREGORIO DIEGO 1
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,3,353,Avda. de Velázquez - Los Guindos,AV. VELAZQUEZ 79
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,4,354,Avda. de Velázquez - Bda. La Paz,AV VELAZQUEZ  61
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,5,355,Avda. de Velázquez - Vistafranca,AV. VELAZQUEZ 37
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,6,356,Avda. de Velázquez - El Torcal,AV VELAZQUEZ 7
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,7,357,Avda. de la Paloma - Bda. Girón,AV PALOMA 23
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,8,1259,La Hoz - Mercado  de Huelin,CL LA HOZ 37
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,9,360,Ayala - Jardín de la Abadía,CL AYALA 63
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,10,361,Ayala - Iglesia,CL AYALA Fte 62
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,11,362,Ayala - Los Arcos,CL AYALA 11
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,12,368,Salitre - Jacinto Verdaguer,CL SALITRE 43
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,13,364,Salitre - Pasillo del Matadero,CL SALITRE 9
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,14,253,Avda. de la Aurora - Correos,AV AURORA 4
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,15,322,Alameda Principal - Sur,ALMD PRINCIPAL 7
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,16,1122,Paseo del Parque - Plaza de la Marina,PSO ESPAÑA 2
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,17,1123,Paseo del Parque - Ayuntamiento,PSO PARQUE 6
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,18,1103,Paseo de Reding - Plaza de Toros,PSO REDING 10
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,19,1104,Paseo de Reding - Keromnes,PSO REDING 26
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,20,1105,Paseo de Sancha - La Caleta,PSO SANCHA 18
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,21,1106,Paseo de Sancha - Monte Sancha,PSO SANCHA 42
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,22,1107,Avda. Pintor J. Sorolla - El Limonar,PSO SANCHA 64
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,23,1108,Avda. Pintor J. Sorolla - Miramar,AV PINTOR JOAQUIN SOROLLA 8
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,24,1109,Avda. Pintor J. Sorolla - Bellavista,AV PINTOR JOAQUIN SOROLLA 34
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,25,1110,Avda. Pintor J. Sorolla - El Morlaco,AV PINTOR JOAQUIN SOROLLA 87
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,26,1111,Bolivia - Baños del Carmen,CL BOLIVIA 2
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,27,1124,Avda. Juan Sebastian Elcano - Pez Plata,AV JUAN SEBASTIAN ELCANO 12
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,28,1125,Avda. Juan Sebastian Elcano - Pedregalejo,AV. JUAN SEBASTIAN ELCANO 42
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,29,1127,Avda. Juan Sebastian Elcano - Los Galanes,AV. JUAN SEBASTIAN ELCANO 86
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,30,1135,Avda. Juan Sebastian Elcano - Las Acacias,AV. JUAN SEBASTIAN ELCANO Fte 109
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,31,1128,Avda. Juan Sebatian Elcano - Arroyo Jaboneros,AV. JUAN SEBASTIAN ELCANO 134
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,32,1129,Av. J. Sebastian Elcano - Pintor Enrique Florido,AV. JUAN SEBASTIAN ELCANO 150
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,33,1130,Avda. Juan Sebastian Elcano - Echeverria,AV. JUAN SEBASTIAN ELCANO 170
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,34,1131,Avda. Juan Sebastian Elcano - Iglesia,AV. JUAN SEBASTIAN ELCANO 184
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,35,1132,Carretera Almería - Padre Coloma,CRTA ALMERIA 44
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,36,1120,Carretera de Olías,CTRA OLIAS 4
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),1,37,1121,Carretera de Olías - Colegio,CTRA OLIAS 44
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,38,1151,Carretera de Olías - El Palo,CTRA OLIAS Fte. 105
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,39,1152,Carretera de Olías - Pelusa,CTRA OLIAS 55
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,40,1153,Carretera Almería - Chanquete,CL ALMERIA 79
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,41,1154,Carretera de Almería - Edif. Bahía,CRTA. ALMERIA 41
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,42,1155,Avda. Juan Sebastián Elcano - Iglesia,AV JUAN SEBASTIAN EL CANO 203
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,43,1156,Avda. Juan Sebastián Elcano - Echeverria,AV JUAN SEBASTIAN ELCANO 171
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,44,1157,Avda. Juan Sebastián Elcano - Arroyo Jaboneros,AV JUAN SEBASTIAN ELCANO 127
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,45,1158,Avda. Juan Sebastián Elcano - Las Acacias,AV JUAN SEBASTIAN ELCANO 111
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,46,1159,Avda. Juan Sebastián Elcano - Los Galanes,AV JUAN SEBASTIAN ELCANO 85
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,47,1160,Avda. Juan Sebastián Elcano - Pedregalejo,AV JUAN SEBASTIAN EL CANO 47
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,48,1161,Avda. Juan Sebastián Elcano - Vicente Espinel,AV JUAN SEBASTIAN EL CANO 23
3,Puerta Blanca - Alameda Principal - El Palo (Olias),Nueva Parada Av. Andalucía-Hacienda,Puerta Blanca,El Palo (Olias),2,49,1162,Avda. Juan Sebastián Elcano - Cerrado Calderon,AV PINTOR JOAQUIN SOROLLA 145
